Countries,World Rank,2019 Score,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Business Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),GDP Growth Rate (%),5 Year GDP Growth Rate (%),region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
Bangladesh,121.0,55.6,34.5,24.4,72.7,94.5,50.9,63.6,45.0,30.0,10.7,25.0,45.0,8.8,13.6,163.2,7.1,6.7,South Asia,2.027801584,3.930482973,3.31334567,3.090543409,8.998764807999999,5.0,10.0,5.0,9.84284619,9.137721861000001,7.79611361,10.0,7.5,0.0,0.0,0.0,5.833333333,7.542737251,5.0,5.0,5.0,5.0,,,7.5,7.128888889,5.044444444,6.557777777999999,5.0,7.5,,,7.5,,,7.5,,,7.5,7.0,6.27793609,9.689828008,4.0,3.25,7.5,7.5,7.5,6.531109157,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.25,5.292208858,145.0,9.723529412000001,9.724590355,7.0,9.0,9.0,9.0,8.862029942000001,3.175273527,3.0430307830000003,4.73456947,4.166666667,3.333333333,0.941148344,3.087607391,3.477366368,4.298547449,0.794871795,3.01713395,9.826859697,9.529689589,8.761143954,0.0,7.02942331,6.526666667000001,7.22,6.1636,6.636755556000001,5.908625956,0.162721893,3.035673925,10.0,5.23988962,0.0,7.633169251,4.291019623,5.9908622760000005,5.0,8.632,10.0,7.877333332999999,10.0,5.481346126,6.723143772,10.0,1.36606213,10.0,7.261758671,3.6009680669999997,3.777777778,9.230716001000001,2.01905558,6.526637241,5.1239429869999995,5.046516275,6.728536093,6.33,117.0,5.811104428999999,136.0,4.0
Barbados,67.0,64.7,59.9,53.8,70.1,65.0,69.8,56.6,70.0,60.0,14.2,35.0,25.0,33.7,34.1,0.3,0.9,0.6,Latin America & the Caribbean,8.038230574,6.777947121,6.0799157820000005,6.965364492000001,5.6371364129999995,10.0,10.0,,10.0,10.0,10.0,,,,,,,7.818568207,10.0,10.0,,10.0,,,,9.444444444,8.194444444,8.819444444,,,,,,,,,,,,,10.0,10.0,9.0,7.75,,,,9.1875,,10.0,10.0,10.0,0.0,0.0,0.0,,5.0,7.82185123,50.0,7.647058824,5.968941943,6.0,6.0,6.0,6.0,6.404000192000001,6.43016363,4.110034171000001,6.498498057000001,9.8,,3.8030033289999996,6.174797133999999,7.495681957,4.895975012,0.871794872,5.756723061000001,7.851123006,9.273955245,9.787756706,0.0,6.728208738999999,8.353333333,7.86,5.6344,7.282577777999999,6.036763717,5.286997017,5.661880367,10.0,6.842255023,0.0,9.403179512000001,5.415144845,7.089900747000001,8.0,0.8590000000000001,10.0,6.286333332999999,8.9,3.902928673,6.350840487,8.0,5.683031065,10.0,7.139466704,4.17781926,6.666666667,9.438867635,4.353261423,4.999638041,7.3433896270000005,6.1632737760000005,6.529691271,6.5,107.0,7.160925615,64.0,2.0
Belarus,104.0,57.9,51.7,37.7,89.4,41.3,75.0,76.4,30.0,10.0,1.8,13.0,18.0,23.8,44.2,9.5,2.4,-0.3,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,48.0,67.3,61.6,72.5,47.1,15.2,78.1,86.0,85.0,70.0,2.0,50.0,29.0,44.2,53.2,11.4,1.7,1.2,Western Europe,9.056079129,7.61364443,7.55747522,8.075732926,9.220406912,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.740135637,10.0,10.0,10.0,10.0,,,10.0,8.3,6.6166666670000005,8.305555556,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,9.333333332999999,9.0,10.0,10.0,10.0,9.761904762,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.185713173,12.0,2.405882353,2.010415679,10.0,2.0,0.0,1.0,3.854074508,7.88354695,5.901105294,7.886131474,10.0,8.333333332999999,5.5650377529999995,4.767009987,8.133333524,6.821897258,1.0,7.254599507999999,8.997155302000001,9.771930225,9.887881204,10.0,9.664241683,9.100559738,8.98,7.0012,8.360586579,6.616761495,9.963313765,8.29003763,10.0,7.579257915,3.8461538460000004,7.743794892,6.389735551,8.26008994,10.0,8.815,10.0,9.605,8.9,3.741834142,4.792579769,6.0,10.0,10.0,7.239068985,3.727821033,8.666666667000001,9.763677072,6.888927796,7.459619696,8.195298439,7.450335117000001,8.098134701000001,7.43,43.0,8.307856586,21.0,1.0
Belize,123.0,55.4,46.9,27.2,79.9,65.9,61.8,64.0,55.0,50.0,10.5,25.0,25.0,27.6,33.7,0.4,0.8,1.8,Latin America & the Caribbean,4.158331887,4.697240862,3.2065191810000004,4.02069731,0.0,10.0,10.0,,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,6.666666667,10.0,10.0,,10.0,,,,9.888888889,8.333333332999999,9.111111111,,,,,,,,,,,,,10.0,10.0,7.333333333,7.75,,,,8.770833332999999,,10.0,10.0,10.0,0.0,10.0,5.0,,7.5,7.09458405,77.0,6.570588235,8.431259972000001,4.0,9.0,,9.0,7.0004620520000005,8.027163908,4.3,7.385106292000001,6.4,,3.329065561,7.288231811,3.3289999999999997,4.767009987,0.837837838,5.148883908999999,8.223353187999999,9.53561198,9.82294369,0.0,6.895477214,7.34,7.82,5.0732,6.7444,7.92269579,5.82368947,6.87319263,10.0,7.822641806,0.0,6.305661555,4.709434454,7.081756771,10.0,9.84382553,10.0,9.947941842999999,7.766666667000001,3.294443433,6.5059657060000005,8.0,6.546424852,10.0,7.018916776,3.039406998,4.8888888889999995,8.259506764,6.724503932,9.138166003,8.352229009,6.733783599,7.900214073,6.81,85.0,6.952292025,73.0,2.0
Benin,127.0,55.3,32.8,28.1,69.3,83.4,62.4,61.8,70.0,50.0,11.6,45.0,30.0,11.9,23.5,11.1,5.6,5.0,Sub-Saharan Africa,,,,4.296936351,7.526894607999999,10.0,10.0,7.5,10.0,10.0,9.5,8.7,7.5,5.0,5.0,5.0,7.066666667000001,8.031187091,5.0,10.0,5.0,6.666666667,,,10.0,10.0,9.633333333,9.877777777999999,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,5.666666667,7.0,10.0,10.0,10.0,8.952380952,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.581713400000001,62.0,5.917647059,9.771474636,4.0,4.0,3.0,3.5,5.797280423999999,3.934192598,3.905482113,4.738601724,6.3,,1.068746974,3.951912272,5.126262506000001,5.51865677,0.658536585,3.580765453,8.960045627000001,8.843996413,9.935920256000001,0.0,6.9349905739999995,5.84,7.56,7.0232,6.807733333,3.6655410930000003,5.155640889,4.410590991,10.0,4.904829741,0.7692307690000001,1.770010261,2.481356924,5.924920312,10.0,5.275,10.0,8.425,6.1,4.344017088,7.38246274,8.0,7.5681075,1.0,5.732431221000001,3.905361454,2.222222222,9.670763841,2.9807733460000003,9.478953083,6.973481854,5.871925967,6.676452396,5.78,134.0,6.6808567,94.0,3.0
Bhutan,74.0,62.9,55.4,54.5,83.0,71.6,68.7,79.4,20.0,30.0,2.8,25.0,30.0,13.4,30.7,0.8,6.0,5.2,South Asia,,,,6.0515899410000005,9.390387942,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,5.0,5.0,5.0,7.5,8.796795981,5.0,0.0,10.0,5.0,,,,9.288888888999999,5.922222222,7.6055555560000005,,,,,,,,,,,,,10.0,10.0,4.0,5.0,,,,7.25,0.0,,10.0,10.0,0.0,0.0,0.0,5.0,3.75,6.662790925,97.0,4.747058824,9.899419951,8.0,9.0,8.0,8.5,7.786619694,6.362658389,5.66813362,6.230340745,9.2,,7.365354835,6.901202527000001,7.581121127,7.763226348,0.923076923,6.859619903,9.909581959,9.109634236,9.095658291,0.0,7.028718621,9.813333333,5.54,4.202,6.518444444,4.991342785,9.501185608,7.246264197,10.0,3.5804146510000003,0.0,0.33187692399999996,1.304097192,6.267201458,5.0,8.911,9.0,7.6370000000000005,10.0,5.0742637,7.061729512,10.0,10.0,10.0,8.689332202000001,4.470668703,2.444444444,9.479835052,5.494815851,8.454420089,9.04720725,6.5652318979999995,7.630521367,7.11,70.0,6.886395462,76.0,2.0
Bolivia,173.0,42.3,12.3,19.7,82.4,49.3,58.8,70.4,15.0,40.0,4.8,13.0,25.0,31.1,41.1,11.1,4.2,5.1,Latin America & the Caribbean,4.602131642,3.464884573,2.431497064,3.499504426,7.49736706,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,5.0,5.0,5.0,8.333333332999999,8.443566797999999,10.0,10.0,10.0,10.0,,,7.5,8.888888889,9.488888889,8.625925926,7.5,7.5,,,5.0,,,5.0,,,7.5,6.5,10.0,10.0,5.0,4.75,10.0,10.0,10.0,8.535714286000001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.3519318270000005,68.0,5.8382352939999995,8.836512262000001,0.0,10.0,10.0,10.0,6.168686889,0.9562560590000001,1.7036460219999998,3.41251835,5.0,4.166666667,3.993334023,6.75412581,2.460317612,5.990888701,0.871794872,3.5811338839999998,8.502350799,7.218714069,9.187807255,10.0,8.727218031,9.237933285,7.68,6.3808,7.766244427999999,4.917059725,1.893491124,3.4052754239999996,10.0,4.038498776,4.615384615,10.0,6.21796113,6.8473702460000005,8.0,4.8919999999999995,10.0,7.630666667000001,1.1,2.0130986230000003,5.629298853,8.0,,3.0,3.948479495,2.542555873,1.333333333,7.990964469,2.10330488,5.665245615,0.0,3.2725673619999998,4.950571175,6.05,126.0,6.700965914,92.0,3.0
Bosnia and Herzegovina,83.0,61.9,37.9,30.2,84.3,46.1,49.7,82.6,65.0,60.0,1.2,10.0,10.0,37.0,42.4,3.5,2.7,2.5,Eastern Europe,6.8914995679999995,5.000277201,5.610236333,5.834004367,9.355196507999999,10.0,10.0,7.5,9.622921935,9.717191451,9.368022677,10.0,10.0,5.0,5.0,5.0,8.333333332999999,9.01885084,5.0,5.0,10.0,6.666666667,,,10.0,8.288888888999999,8.055555556,8.781481481,10.0,7.5,,,10.0,,,10.0,,,10.0,9.5,10.0,10.0,6.666666667,4.25,10.0,10.0,10.0,8.702380952,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.003266712,46.0,5.488235294,5.352167397,4.0,10.0,3.0,6.5,5.335100673,3.182647375,2.765796522,3.5687556839999997,5.1,,3.79305681,7.837119866,4.924924771000001,5.064245907,0.871794872,4.23921142,9.341706259,9.678614879,9.83,5.0,8.462580284,10.0,8.74,6.976,8.572000000000001,4.927628005,9.595859387,7.261743696,10.0,4.234496616,3.076923077,8.518174381,5.276531358,7.777568764,10.0,8.63,10.0,9.543333333,4.433333333,3.762868587,7.078900287000001,10.0,7.505751282,10.0,7.130142247999999,2.632546216,4.666666667,7.733183262000001,3.194266007,7.9663148029999995,5.392966822000001,5.264323963,7.312599848,6.63,96.0,7.3166333560000005,55.0,2.0
Botswana,36.0,69.5,45.7,52.4,82.7,65.9,68.7,83.8,65.0,70.0,0.6,25.0,22.0,24.9,33.7,2.2,2.2,4.1,Sub-Saharan Africa,4.134169096,6.203937765,5.177519485,5.171875449,3.9847116380000003,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,5.0,5.0,5.0,7.5,7.161570546,10.0,10.0,5.0,8.333333332999999,,,,10.0,8.516666667,9.258333333,,,,,,,,,,,,,10.0,10.0,6.0,5.25,,,,7.8125,7.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,4.25,6.790132332000001,91.0,3.429411765,7.164032698,4.0,9.0,9.0,9.0,5.898361116,6.106442475,5.880076104,6.712916092,8.333333332999999,5.833333333,3.3360712510000003,8.09678184,6.403508981,5.501300864,0.974358974,6.164800355,8.06421763,8.887385147,9.387928592,10.0,9.084882842,3.76,8.48,5.5312,5.9237333329999995,6.028552895,9.195862963,7.612207928999999,10.0,6.670992701,5.384615385,10.0,7.351869362,7.721952656,8.0,9.582,10.0,9.193999999999999,10.0,4.7551834269999995,6.578386039,10.0,3.7835647339999996,10.0,7.519522367,4.144449477,6.222222222,8.454802897,5.142476683,9.288069887,8.296182377000001,6.92470059,7.879407652,7.35,50.0,7.070066166,69.0,2.0
Brazil,150.0,51.9,51.7,28.1,70.5,55.2,57.9,69.0,50.0,50.0,8.0,27.5,34.0,32.2,38.6,207.7,1.0,-0.5,Latin America & the Caribbean,5.21669246,5.282762573,3.9109133239999996,4.803456119,0.0,10.0,10.0,10.0,9.995144737999999,10.0,9.999028948,10.0,10.0,5.0,5.0,5.0,8.333333332999999,6.110787427000001,10.0,10.0,10.0,10.0,,,5.0,8.795555556,9.355555556,7.717037037000001,10.0,10.0,,,2.5,,,2.5,,,7.5,6.5,6.1157903860000005,10.0,5.666666667,4.5,10.0,10.0,10.0,8.040351008,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,6.704299691,93.0,4.823529412,5.786374387,4.0,8.0,4.0,6.0,5.15247595,4.61221637,2.901949104,5.215888328,6.666666667,3.333333333,3.742242077,8.387559107000001,4.037940502,2.766374195,0.923076923,4.45130018,9.059565855,9.609112844,8.194552045,5.0,7.965807686000001,8.253333332999999,7.3,6.112,7.221777778,4.459823113000001,5.826045917999999,5.142934516,10.0,5.226519357,2.307692308,8.186297457,5.240169707,6.9012205,5.0,3.7030000000000003,7.0,5.234333333,2.233333333,1.54053579,5.154770003,6.0,7.126625477,3.0,4.175877433999999,1.139116307,4.666666667,7.400062492999999,2.681466113,4.999276082,0.0,3.4810979439999996,4.297102904,5.75,140.0,6.227149845,119.0,3.0
Brunei Darussalam,63.0,65.1,56.0,43.7,90.7,59.9,80.2,84.0,65.0,50.0,0.5,0.0,18.5,24.2,36.6,0.4,0.5,-1.4,South Asia,,,,5.945048605,9.802817735,10.0,10.0,,10.0,10.0,10.0,,,0.0,0.0,0.0,0.0,6.600939245,10.0,5.0,,7.5,,,0.0,,,0.0,0.0,0.0,,,0.0,,,2.5,,,2.5,1.0,10.0,10.0,0.666666667,3.75,2.5,2.5,2.5,4.55952381,0.0,0.0,0.0,0.0,0.0,10.0,5.0,,1.6666666669999999,4.60911601,152.0,0.0,,,10.0,10.0,10.0,5.0,5.098039309,3.4917328760000004,5.450450579,8.333333332999999,8.333333332999999,4.1711035260000004,4.802773258,6.147185961,6.712962786,0.794871795,5.239122575,9.68667102,4.418614195,9.91522,10.0,8.505126304,,9.76,8.728,9.244,4.941520294,2.218934911,3.580227602,10.0,4.9135472380000005,6.153846154,4.314400011,5.127264468,6.987873017999999,,6.604,10.0,8.302,10.0,4.545454582,7.61904796,10.0,10.0,10.0,8.694083757000001,3.8528140389999996,6.8888888889999995,9.518953142,5.455251336,9.693027637,9.142486525,7.4252369279999995,8.140440228,6.77,88.0,5.689558005,138.0,4.0
Bulgaria,37.0,69.0,41.9,35.1,90.2,63.9,62.7,86.0,70.0,60.0,2.0,10.0,10.0,28.0,34.7,7.1,3.6,2.7,Eastern Europe,5.783734567000001,5.704329037999999,4.140487721,5.209517109,9.281076312,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.760358771,10.0,10.0,10.0,10.0,,,7.5,7.617777778,6.938888888999999,7.352222222000001,10.0,10.0,,,7.5,,,10.0,,,10.0,9.5,10.0,10.0,6.0,6.0,10.0,10.0,10.0,8.857142857000001,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.238405477999999,42.0,5.732352941,5.846511721000001,8.0,10.0,7.0,8.5,7.019716166,3.3706517989999996,3.612746527,4.47645594,8.333333332999999,5.0,4.767973315,8.838845799,4.2105261480000005,4.999986712,0.846153846,4.883130213,8.304471673,9.13676476,9.979025533,10.0,9.355065492,9.100559738,8.98,7.0012,8.360586579,5.403871099,9.839054187,7.621462642999999,10.0,5.100641855,6.923076922999999,7.633169251,6.55229601,8.133586308,10.0,8.78,10.0,9.593333333,5.566666667000001,4.755670783,6.6931847939999995,6.0,9.251725385,10.0,7.044541271,4.1562955839999995,5.555555556,9.249963961,3.596742323,9.19998394,4.92217511,6.113452746,7.583775782999999,7.4,46.0,7.819202739,41.0,2.0
Burkina Faso,96.0,59.4,42.9,36.6,81.9,80.0,51.6,65.2,65.0,40.0,7.4,27.5,28.0,16.3,25.8,18.9,6.4,5.3,Sub-Saharan Africa,4.297385355,4.656757825,4.268897839,4.40768034,9.85202056,10.0,10.0,7.5,9.889567582,9.900610824,9.458035681,2.4,10.0,5.0,5.0,5.0,5.8,8.370018747,10.0,10.0,5.0,8.333333332999999,,,7.5,8.462222222000001,8.522222222,8.161481481000001,7.5,7.5,,,7.5,,,7.5,,,7.5,7.5,10.0,10.0,4.666666667,7.0,7.5,7.5,7.5,7.738095238,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.367715777000001,67.0,3.75,10.0,2.0,9.0,4.0,6.5,5.5625,1.853980189,3.594626659,4.163926422,3.333333333,5.0,2.139195153,4.7563451169999995,5.077216989,4.677293378,0.871794872,3.5975811380000002,8.994412679,9.032752909,9.809001337,0.0,6.959041731,7.606666667000001,7.56,7.0232,7.396622222,5.486452037,3.589965546,4.538208791000001,10.0,5.572018732,0.7692307690000001,7.190666685,4.510638729,6.611367436,10.0,8.026940847,10.0,9.342313616,6.666666667,5.150893315,7.190212066,6.0,7.942244808,10.0,7.158336143,4.330187856,2.0,9.104941784,3.143192098,8.936966975,6.973481854,5.748128427999999,7.416259395,6.03,127.0,6.698857887999999,92.0,3.0
Burundi,162.0,48.9,31.0,26.2,74.0,83.3,50.3,68.2,50.0,30.0,5.9,35.0,35.0,12.3,23.6,10.9,0.0,1.1,Sub-Saharan Africa,,,,3.4283783160000003,8.192027469,5.0,5.653283683,0.0,2.809942934,5.725184252999999,3.837682174,10.0,7.5,5.0,0.0,2.5,6.666666667,6.2321254360000005,0.0,0.0,5.0,1.6666666669999999,,,5.0,9.022222222,7.922222222,7.314814815,0.0,0.0,,,2.5,,,2.5,,,2.5,1.5,0.195376728,10.0,1.6666666669999999,1.75,0.0,0.0,0.0,1.9445776280000002,,5.0,10.0,7.5,0.0,0.0,0.0,10.0,5.833333333,4.241065182,155.0,5.970588235,10.0,2.0,8.0,5.0,6.5,6.117647058999999,1.208295064,3.1004126339999996,2.9342568030000002,1.7,,2.65461566,8.513441578,2.003361677,3.888661056,0.9024390240000001,3.09182541,8.868192914,8.355545588,8.889159166,5.0,7.778224417000001,8.066666667,7.44,5.1872,6.897955556,3.940040365,1.140264513,2.540152439,10.0,3.399622299,1.5384615380000002,10.0,4.979361279,6.1043673179999995,5.0,0.0,10.0,5.0,10.0,3.6723098519999997,7.917334678,8.0,7.755176154,10.0,7.890803447000001,3.3709821580000003,2.666666667,9.725921799,2.885413414,9.286105095,7.399436259,5.889087565,6.259963671,5.87,131.0,5.055532591,153.0,4.0
Cambodia,105.0,57.8,27.6,16.7,89.7,85.9,29.9,65.4,60.0,50.0,9.8,20.0,20.0,15.0,21.7,16,6.9,7.1,South Asia,3.1044172789999998,1.8926655909999999,3.010754892,2.669279254,9.262616312,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.587538771,10.0,10.0,10.0,10.0,,,10.0,9.155555556,7.033333333,8.72962963,10.0,7.5,,,5.0,,,5.0,,,10.0,7.5,10.0,10.0,2.333333333,3.25,10.0,10.0,10.0,7.94047619,,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.333333332999999,7.3145484210000005,70.0,9.832352941,9.712056102,2.0,10.0,10.0,10.0,7.8861022610000004,2.9685109069999998,3.01074111,4.735173552,6.0,,1.824541681,7.52818438,3.3597882589999997,5.41300942,1.0,4.354993663999999,7.769421997999999,9.656484459,9.755745988,10.0,9.295413111,8.12,7.76,6.4608,7.446933333,5.3521373489999995,3.988193662,4.670165506,10.0,5.991393137999999,5.384615385,10.0,7.125336174,7.3106087529999995,,10.0,,10.0,6.666666667,5.528621958,5.745391842,10.0,6.299740913,5.0,6.54007023,4.165248255,2.888888889,6.15574169,3.3268220439999996,4.989503189,8.060786521,4.931165098,7.157078443,7.2,64.0,7.257274211,58.0,2.0
Cameroon,145.0,52.4,31.3,25.5,74.4,87.5,44.4,53.4,30.0,50.0,15.8,35.0,33.0,15.6,20.4,24.3,3.2,4.9,Sub-Saharan Africa,2.81917135,3.4627771010000004,2.993082948,3.091677133,8.330359523,0.0,0.0,2.5,0.0,5.962253994,1.692450799,9.9,7.5,5.0,5.0,5.0,7.466666667,5.829825662999999,0.0,5.0,5.0,3.333333333,,,7.5,8.495555556000001,8.333333332999999,8.10962963,7.5,2.5,,,5.0,,,5.0,,,7.5,5.5,10.0,9.562066594,2.666666667,4.5,7.5,7.5,7.5,7.03267618,,10.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,5.127939613000001,148.0,7.4117647060000005,9.567100156,8.0,5.0,4.0,4.5,7.369716215,3.363429612,4.226160245,5.131341755,5.0,3.333333333,2.168525641,3.3746655760000004,5.561403433,4.8249238210000005,0.585365854,3.257379298,9.351748714,9.570885342999999,9.462803446,0.0,7.0963593760000006,3.84,6.36,6.2872,5.4957333329999996,3.916418088,0.0,1.958209044,10.0,5.79216713,0.833333333,0.553128207,2.392876223,4.96170465,5.0,6.414,9.0,6.804666667,7.233333332999999,5.086262976,6.495046575,8.0,7.006901537999999,10.0,7.303590737,3.966693157,1.111111111,8.714378586,2.9664896310000004,8.692099925,2.938124325,4.731482789,6.279913398,5.79,133.0,5.458969807000001,144.0,4.0
Canada,8.0,77.7,69.4,84.6,76.8,51.3,81.9,86.8,80.0,80.0,1.6,33.0,15.0,31.7,40.3,36.7,3.0,2.1,North America,8.480901904,7.219872425,7.400567034,7.700447121,9.327950054,10.0,10.0,10.0,10.0,9.988836954,9.997767391,10.0,10.0,10.0,10.0,10.0,10.0,9.775239147999999,10.0,10.0,10.0,10.0,,,10.0,8.444444444,8.105555556,8.85,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,8.333333332999999,8.25,10.0,10.0,10.0,9.511904762,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.130112042999999,14.0,3.847058824,7.172715823,8.0,4.0,4.0,4.0,5.7549436620000005,8.543687478999999,6.508702596,8.171232886,10.0,9.166666667000001,3.645024073,8.669157746,8.778626124,7.173023481,1.0,7.8506801170000005,9.099447051,9.45564392,9.774951728,10.0,9.582510675,9.733333333,9.16,1.936,6.943111111,5.751871684,9.889941295,7.8209064889999995,10.0,6.969496672999999,7.692307692000001,5.531282066,6.73102881,7.873761602999999,10.0,9.176,10.0,9.725333333,8.9,6.34626977,7.332247075,8.0,8.273212426,10.0,8.141954878,4.613382982,9.333333332999999,9.947773416,6.539352756,6.855453692,8.531578233,7.636812402,8.501366871,7.91,12.0,8.520056022,10.0,1.0
Chad,159.0,49.9,24.6,23.2,46.1,92.4,28.1,47.2,60.0,40.0,16.4,60.0,45.0,5.3,15.9,12.2,-3.1,1.0,Sub-Saharan Africa,,,,3.3642580239999997,6.383879883,5.0,3.528160911,2.5,2.719181025,3.9040986230000003,3.530288112,5.6,10.0,0.0,0.0,0.0,5.2,5.038055998,10.0,10.0,5.0,8.333333332999999,,,7.5,8.411111111,8.05,7.987037037,5.0,5.0,,,7.5,,,7.5,,,7.5,6.5,10.0,10.0,2.666666667,2.5,10.0,7.5,10.0,7.523809524,,0.0,0.0,0.0,10.0,10.0,10.0,5.0,5.0,5.634996495,128.0,9.835294118,9.918256131,7.0,1.0,1.0,1.0,6.938387562000001,2.0042480190000003,3.094967001,3.3447307810000004,3.7,,2.223210769,4.9609297130000005,3.120915095,3.328550849,0.7179487179999999,2.76778205,8.855373236,7.286450433,9.267999999999999,0.0,6.352455917,,6.42,6.2052,6.3126,3.436857058,0.774586216,2.105721637,10.0,3.6308667889999997,1.5384615380000002,1.4381333369999998,2.202487222,5.155202215,2.0,6.575,9.0,5.858333332999999,5.0,3.898970994,6.32577223,6.0,7.942244808,3.0,5.361164672,3.594379235,1.111111111,6.326956098999999,1.996430308,7.29994292,1.413655926,3.623745933,4.947747979,5.23,152.0,5.432498247000001,146.0,4.0
